"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","label","High_income"
"986","Buildings","BuildingEnergyCodes","MEX",2020,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"987","Buildings","BuildingEnergyCodes","BGR",2020,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"988","Buildings","BuildingEnergyCodes","CHE",2020,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"989","Buildings","BuildingEnergyCodes","ARG",2020,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"990","Buildings","BuildingEnergyCodes","SVK",2020,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"991","Buildings","BuildingEnergyCodes","COL",2020,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"992","Buildings","BuildingEnergyCodes","CHL",2020,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"993","Buildings","Carbon Tax Buildings","PRT",2020,7,"MBI","Carbon Pricing",3,4,0,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"994","Buildings","Financial support","DEU",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"995","Buildings","Financial support","ITA",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"996","Buildings","Fossil Fuel Subsides Buildings","IDN",2020,3,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"997","Buildings","Fossil Fuel Subsides Buildings","IND",2020,3,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"998","Buildings","Labels Appliances","PER",2020,5,"NMBI","Information",2,2,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"999","Electricity","Auction","HUN",2020,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"1000","Electricity","Auction","GRC",2020,5,"MBI","Subsidy",3,-1,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"1001","Electricity","Auction","IRL",2020,6,"MBI","Subsidy",6,6,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"1002","Electricity","Auction","ITA",2020,6,"MBI","Subsidy",6,6,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"1003","Electricity","BanPhaseOutCoal","SWE",2020,8,"NMBI","Technology Standards",2,2,0,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1004","Electricity","BanPhaseOutCoal","PER",2020,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",0
"1005","Electricity","BanPhaseOutCoal","AUT",2020,8,"NMBI","Technology Standards",2,2,0,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1006","Electricity","Carbon Tax Electricity","PRT",2020,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"1007","Electricity","Carbon Tax Electricity","CAN",2020,10,"MBI","Carbon Pricing",2,8,0,1,0,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"1008","Electricity","ETS Electricity","CHE",2020,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"1009","Electricity","ETS Electricity","MEX",2020,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0
"1010","Electricity","PlanningRenewablesExpansion","AUS",2020,9,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"1011","Electricity","PlanningRenewablesExpansion","SAU",2020,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"1012","Electricity","Renewable energy certificates","ROU",2020,10,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","slow_increase",1
"1013","Industry","Carbon Tax Industry","CAN",2020,8,"MBI","Carbon Pricing",2,6,0,1,0,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"1014","Industry","EnergyEfficiencyMandates","FRA",2020,6,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"1015","Industry","EnergyEfficiencyMandates","SAU",2020,7,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"1016","Industry","ETS Industry","MEX",2020,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0
"1017","Industry","ETS Industry","CHE",2020,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"1018","Industry","Fossil Fuel Subsidies Industry","GRC",2020,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","slow_increase",1
"1019","Industry","Fossil Fuel Subsidies Industry","CHL",2020,7,"MBI","Carbon Pricing",2,1,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"1020","Industry","Fossil Fuel Subsidies Industry","MEX",2020,9,"MBI","Carbon Pricing",4,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"1021","Industry","Fossil Fuel Subsidies Industry","BRA",2020,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"1022","Industry","Fossil Fuel Subsidies Industry","RUS",2020,10,"MBI","Carbon Pricing",9,10,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"1023","Industry","Fossil Fuel Subsidies Industry","CHN",2020,10,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"1024","Transport","Bans and Phaseouts passenger cars ICE","CAN",2020,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1025","Transport","Carbon Tax Transport","PRT",2020,7,"MBI","Carbon Pricing",3,3,0,1,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",1
"1026","Transport","Carbon Tax Transport","CAN",2020,6,"MBI","Carbon Pricing",2,4,0,1,0,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",1
"1027","Transport","Congestion Charges","SWE",2020,7,"MBI","Other MBI",2,1,0,1,0,"OECD","Road toll","Road toll","Taxation (driving)","Market","Pricing","jump",1
"1028","Transport","Financial support","CHN",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"1029","Transport","Financial support","DEU",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"1030","Transport","Financial support","ESP",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"1031","Transport","Financial support","FRA",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"1032","Transport","Financial support","POL",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"1033","Transport","Financial support","ITA",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"1034","Transport","Financial support","JPN",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"1035","Transport","Financial support","FIN",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"1036","Transport","Financial support","RUS",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"1037","Transport","Fossil Fuel Subsidies Transport","MEX",2020,5,"MBI","Carbon Pricing",3,1,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"1038","Transport","Fossil Fuel Subsidies Transport","COL",2020,9,"MBI","Carbon Pricing",5,7,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"1039","Transport","Fossil Fuel Subsidies Transport","CHE",2020,5,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"1040","Transport","Investment in Rail Infrastructure","TUR",2020,6,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",0
"1041","Transport","Investment in Rail Infrastructure","FIN",2020,6,"NMBI","Other NMBI",2,1,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"1042","Transport","Taxation","DEU",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"1043","Buildings","Bans and Phaseouts Fossil Fuels Heating","ITA",2021,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1044","Buildings","Bans and Phaseouts Fossil Fuels Heating","GRC",2021,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1045","Buildings","Carbon Tax Buildings","CAN",2021,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"1046","Buildings","ETS Buildings","DEU",2021,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"1047","Buildings","Fossil Fuel Subsides Buildings","JPN",2021,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"1048","Buildings","Fossil Fuel Subsides Buildings","HUN",2021,6,"MBI","Carbon Pricing",3,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"1049","Electricity","Auction","CHL",2021,2,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"1050","Electricity","Auction","COL",2021,2,"MBI","Subsidy",2,0,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"1051","Electricity","Auction","BRA",2021,3,"MBI","Subsidy",3,0,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"1052","Electricity","Auction","ESP",2021,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"1053","Electricity","Auction","IND",2021,6,"MBI","Subsidy",3,1,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"1054","Electricity","Auction","JPN",2021,6,"MBI","Subsidy",2,3,0,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"1055","Electricity","Auction","CHN",2021,5,"MBI","Subsidy",2,-1,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"1056","Electricity","Auction","BEL",2021,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"1057","Electricity","Auction","ZAF",2021,4,"MBI","Subsidy",4,4,0,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"1058","Electricity","BanPhaseOutCoal","ESP",2021,3,"NMBI","Technology Standards",2,2,0,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1059","Electricity","BanPhaseOutCoal","POL",2021,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1060","Electricity","BanPhaseOutCoal","KOR",2021,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",0
"1061","Electricity","BanPhaseOutCoal","BGR",2021,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1062","Electricity","BanPhaseOutCoal","NOR",2021,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1063","Electricity","BanPhaseOutCoal","IDN",2021,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",0
"1064","Electricity","BanPhaseOutCoal","PRT",2021,8,"NMBI","Technology Standards",2,2,0,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1065","Electricity","BanPhaseOutCoal","ROU",2021,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1066","Electricity","BanPhaseOutCoal","HUN",2021,4,"NMBI","Technology Standards",3,3,0,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"1067","Electricity","ETS Electricity","NZL",2021,10,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"1068","Electricity","Fossil Fuel Subsidies Electricity","HUN",2021,9,"MBI","Carbon Pricing",3,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"1069","Electricity","Fossil Fuel Subsidies Electricity","PRT",2021,7,"MBI","Carbon Pricing",3,4,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"1070","Electricity","PlanningRenewablesExpansion","SAU",2021,9,"NMBI","Other regulatory instruments",8,9,0,1,0,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"1071","Industry","Carbon Tax Industry","CAN",2021,10,"MBI","Carbon Pricing",2,4,0,1,0,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"1072","Industry","ETS Industry","NZL",2021,10,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"1073","Industry","Fossil Fuel Subsidies Industry","JPN",2021,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"1074","Industry","Fossil Fuel Subsidies Industry","GRC",2021,9,"MBI","Carbon Pricing",3,4,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","slow_increase",1
"1075","Industry","MEPS electric motors","CHN",2021,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"1076","Industry","MEPS electric motors","COL",2021,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"1077","Transport","Bans and Phaseouts passenger cars ICE","CHL",2021,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",0
